,element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out
0,490,7,3,0,False,2020-09-14T19:15:00Z,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,0,179186,0,0
1,490,11,11,0,True,2020-09-20T15:30:00Z,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-49718,140573,4131,53849
2,490,27,18,1,False,2020-09-26T16:30:00Z,3,3,3,72,0,0,0,3,0,0,0,0,0,0,0,11,10.6,2.9,0.0,1.4,55,-5244,154113,26200,31444
3,490,31,6,6,True,2020-10-03T11:30:00Z,4,0,4,90,0,0,1,0,0,0,0,0,0,0,0,30,29.4,12.4,2.0,4.4,55,-9276,153372,11181,20457
4,490,39,16,0,True,2020-10-17T14:00:00Z,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-5784,159307,20012,25796
5,490,55,13,7,False,2020-10-24T16:30:00Z,0,0,6,90,0,0,1,0,0,0,0,0,0,0,1,29,33.2,0.7,0.0,3.4,55,-16061,145137,5500,21561
6,490,60,4,6,False,2020-10-31T15:00:00Z,0,3,7,90,0,0,1,0,0,0,0,0,0,0,0,30,31.4,1.0,17.0,4.9,55,32516,188042,38138,5622
7,490,71,15,8,True,2020-11-07T17:30:00Z,4,1,8,90,1,0,0,1,0,0,0,0,0,0,0,24,55.0,1.0,33.0,8.9,55,27304,220996,35517,8213
8,490,85,14,0,False,2020-11-21T12:30:00Z,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,20720,250182,53437,32717
9,490,91,17,6,True,2020-11-29T16:30:00Z,0,0,10,90,0,0,1,0,0,0,0,0,0,0,0,23,13.8,1.8,0.0,1.6,55,-10104,240914,10449,20553
10,490,102,10,2,True,2020-12-05T20:00:00Z,3,1,11,90,0,0,0,1,0,0,0,0,0,0,0,18,21.6,11.3,0.0,3.3,55,24856,275219,31794,6938
11,490,111,7,1,False,2020-12-12T20:00:00Z,1,0,12,90,0,0,0,1,0,0,0,1,0,0,0,14,20.2,1.2,0.0,2.1,55,-544,276108,13069,13613
12,490,126,20,1,False,2020-12-15T18:00:00Z,2,1,13,90,0,0,0,2,0,0,0,0,0,0,0,15,29.4,0.8,2.0,3.2,55,-3359,275248,7505,10864
13,490,131,19,14,True,2020-12-21T20:00:00Z,3,0,14,90,1,0,1,0,0,0,0,0,0,0,2,46,56.8,0.9,21.0,7.9,55,-5296,272200,7277,12573
14,490,139,1,0,False,2020-12-26T17:30:00Z,3,1,15,90,0,0,0,3,0,0,0,1,0,0,0,6,17.8,0.4,10.0,2.8,56,86210,370693,96403,10193
15,490,151,2,0,True,2020-12-28T17:30:00Z,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,56,714,370524,22521,21807
16,490,161,12,1,True,2021-01-03T16:30:00Z,1,3,17,90,0,0,0,3,0,0,0,0,0,0,0,15,11.0,0.8,0.0,1.2,56,-26186,347049,10924,37110
17,490,181,8,6,False,2021-01-16T17:30:00Z,0,1,19,90,0,0,1,0,0,0,0,1,0,0,1,30,27.2,13.9,18.0,5.9,56,-38,321969,13031,13069
18,490,173,9,1,False,2021-01-19T20:15:00Z,2,0,19,90,0,0,0,2,0,0,0,0,0,0,0,15,21.0,1.4,33.0,5.5,56,-38,321969,13031,13069
19,490,194,20,9,True,2021-01-27T18:00:00Z,0,0,20,90,0,0,1,0,0,0,0,0,0,0,3,31,26.0,3.8,0.0,3.0,56,-6081,318184,12189,18270
20,490,201,4,7,True,2021-01-31T12:00:00Z,2,0,21,90,0,0,1,0,0,0,0,0,0,0,1,29,25.2,0.8,6.0,3.2,56,33177,355938,40784,7607
21,490,218,17,1,False,2021-02-04T20:00:00Z,0,1,22,35,0,0,0,0,0,0,0,0,0,0,0,10,6.2,0.4,2.0,0.9,56,31910,390462,41997,10087
22,490,226,15,0,False,2021-02-07T19:15:00Z,1,2,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,56,-47513,344502,26240,73753
23,490,231,14,0,True,2021-02-15T20:00:00Z,2,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,56,-66579,276642,1000,67579
24,490,246,16,0,False,2021-02-20T12:30:00Z,1,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,56,-26312,253296,770,27082
25,490,249,13,0,True,2021-02-28T16:30:00Z,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,56,-24219,229040,520,24739
26,490,283,11,0,False,2021-03-04T20:15:00Z,0,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,56,-24219,229040,520,24739
27,490,262,7,0,True,2021-03-08T18:00:00Z,2,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,56,-9068,221182,376,9444
28,490,273,10,0,False,2021-03-13T12:30:00Z,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,56,-5126,216755,1719,6845
29,490,291,18,-4,True,2021-04-03T11:30:00Z,2,5,30,28,0,0,0,5,0,0,0,0,1,0,0,-1,0.8,11.0,0.0,1.2,56,-1308,206050,2554,3862
30,490,301,6,0,False,2021-04-10T16:30:00Z,1,4,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,56,-5826,200280,429,6255
,element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out
0,500,7,3,2,False,2020-09-14T19:15:00Z,1,3,1,79,0,0,0,1,0,0,0,0,0,0,0,8,8.4,14.8,0.0,2.3,85,0,755977,0,0
1,500,11,11,1,True,2020-09-20T15:30:00Z,0,2,2,45,0,0,0,0,0,0,0,0,0,0,0,2,1.6,0.9,0.0,0.3,85,-184734,638996,47344,232078
2,500,27,18,5,False,2020-09-26T16:30:00Z,3,3,3,90,0,1,0,3,0,0,0,0,0,0,0,20,33.2,28.9,32.0,9.4,84,-78935,601436,132850,211785
3,500,31,6,6,True,2020-10-03T11:30:00Z,4,0,4,90,0,1,1,0,0,0,0,0,0,0,0,20,17.0,38.3,10.0,6.5,84,18647,633799,110346,91699
4,500,39,16,7,True,2020-10-17T14:00:00Z,3,3,5,90,1,0,0,3,0,0,0,0,0,0,0,25,32.8,9.7,25.0,6.8,84,-11232,646767,102135,113367
5,500,55,13,2,False,2020-10-24T16:30:00Z,0,0,6,71,0,0,1,0,0,0,0,1,0,0,0,3,3.4,15.2,0.0,1.9,84,-21025,626460,53692,74717
6,500,60,4,3,False,2020-10-31T15:00:00Z,0,3,7,85,0,0,1,0,0,0,0,0,0,0,0,14,12.6,18.6,17.0,4.8,84,-29416,603864,45665,75081
7,500,71,15,0,True,2020-11-07T17:30:00Z,4,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,84,-201179,398791,20547,221726
8,500,85,14,0,False,2020-11-21T12:30:00Z,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,83,-122484,279426,2059,124543
9,500,91,17,1,True,2020-11-29T16:30:00Z,0,0,10,7,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.7,0.0,0.0,83,-18517,267152,3449,21966
10,500,102,10,2,True,2020-12-05T20:00:00Z,3,1,11,66,0,0,0,1,0,0,0,0,0,0,0,6,5.0,15.2,9.0,2.9,83,-12574,256073,4528,17102
11,500,111,7,2,False,2020-12-12T20:00:00Z,1,0,12,67,0,0,0,1,0,0,0,0,0,0,0,10,7.0,14.8,12.0,3.4,83,-4063,253406,10600,14663
12,500,126,20,2,False,2020-12-15T18:00:00Z,2,1,13,70,0,0,0,1,0,0,0,0,0,0,0,8,11.4,3.9,6.0,2.1,83,-3352,250952,7251,10603
13,500,131,19,1,True,2020-12-21T20:00:00Z,3,0,14,6,0,0,0,0,0,0,0,0,0,0,0,5,2.2,1.0,0.0,0.3,83,-8281,243167,4179,12460
14,500,139,1,1,False,2020-12-26T17:30:00Z,3,1,15,16,0,0,0,0,0,0,0,0,0,0,0,1,2.4,1.3,4.0,0.8,82,-13133,230728,2687,15820
15,500,151,2,1,True,2020-12-28T17:30:00Z,1,1,16,18,0,0,0,0,0,0,0,0,0,0,0,3,2.8,3.4,4.0,1.0,82,-6016,225529,1597,7613
16,500,161,12,4,True,2021-01-03T16:30:00Z,1,3,17,13,0,1,0,0,0,0,0,0,0,0,0,15,16.6,12.2,18.0,4.7,82,-7225,218820,880,8105
17,500,181,8,0,False,2021-01-16T17:30:00Z,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,82,469,213891,3374,2905
18,500,173,9,1,False,2021-01-19T20:15:00Z,2,0,19,66,0,0,0,2,0,0,0,1,0,0,0,4,3.4,4.0,6.0,1.3,82,469,213891,3374,2905
19,500,194,20,3,True,2021-01-27T18:00:00Z,0,0,20,90,0,0,1,0,0,0,0,0,0,0,0,10,0.0,20.1,36.0,5.5,82,-4712,209441,2293,7005
20,500,201,4,1,True,2021-01-31T12:00:00Z,2,0,21,10,0,0,0,0,0,0,0,0,0,0,0,3,5.2,11.1,2.0,1.8,82,4668,214902,7868,3200
21,500,218,17,0,False,2021-02-04T20:00:00Z,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,82,-3757,211333,1800,5557
22,500,226,15,0,False,2021-02-07T19:15:00Z,1,2,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,82,-6304,205315,1163,7467
23,500,231,14,0,True,2021-02-15T20:00:00Z,2,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,82,-7198,198089,148,7346
24,500,246,16,0,False,2021-02-20T12:30:00Z,1,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,82,-3043,195340,370,3413
25,500,249,13,0,True,2021-02-28T16:30:00Z,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,82,-1347,194537,939,2286
26,500,283,11,1,False,2021-03-04T20:15:00Z,0,1,26,1,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,82,-1347,194537,939,2286
27,500,262,7,9,True,2021-03-08T18:00:00Z,2,0,27,90,0,2,1,0,0,0,0,0,0,0,0,27,0.2,6.3,28.0,3.5,82,-1020,193889,758,1778
28,500,273,10,3,False,2021-03-13T12:30:00Z,0,0,28,90,0,0,1,0,0,0,0,0,0,0,0,10,16.0,25.5,90.0,13.2,82,20409,215367,22253,1844
29,500,291,18,1,True,2021-04-03T11:30:00Z,2,5,30,18,0,0,0,1,0,0,0,0,0,0,0,1,3.0,10.8,8.0,2.2,82,37184,255188,41600,4416
30,500,301,6,10,False,2021-04-10T16:30:00Z,1,4,31,90,1,1,0,1,0,0,0,0,0,0,0,30,60.4,15.1,74.0,15.0,82,-17891,237331,3197,21088
,element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out
0,548,27,18,0,False,2020-09-26T16:30:00Z,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,12224,16303,18188,5964
1,548,31,6,6,True,2020-10-03T11:30:00Z,4,0,4,90,0,0,1,0,0,0,0,0,0,0,0,20,5.0,0.0,0.0,0.5,50,22224,48377,27763,5539
2,548,39,16,0,True,2020-10-17T14:00:00Z,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,34292,92649,78019,43727
3,548,55,13,7,False,2020-10-24T16:30:00Z,0,0,6,90,0,0,1,0,0,0,0,0,0,4,0,27,18.8,0.0,0.0,1.9,50,-8437,84818,10609,19046
4,548,60,4,6,False,2020-10-31T15:00:00Z,0,3,7,90,0,0,1,0,0,0,0,0,0,0,0,19,3.4,0.0,0.0,0.3,50,126963,236936,132126,5163
5,548,71,15,2,True,2020-11-07T17:30:00Z,4,1,8,90,0,0,0,1,0,0,0,0,0,2,0,18,16.6,0.0,0.0,1.7,51,195527,459299,205864,10337
6,548,85,14,6,False,2020-11-21T12:30:00Z,0,2,9,90,0,0,1,0,0,0,0,0,0,1,0,26,13.8,0.0,0.0,1.4,51,30636,498511,65101,34465
7,548,91,17,6,True,2020-11-29T16:30:00Z,0,0,10,90,0,0,1,0,0,0,0,0,0,1,0,22,9.2,0.0,0.0,0.9,51,22592,522718,46062,23470
8,548,102,10,2,True,2020-12-05T20:00:00Z,3,1,11,90,0,0,0,1,0,0,0,0,0,2,0,9,6.8,0.0,0.0,0.7,52,128656,682911,140381,11725
9,548,111,7,3,False,2020-12-12T20:00:00Z,1,0,12,90,0,0,0,1,0,0,0,0,0,3,0,14,24.8,0.0,0.0,2.5,52,24910,703839,49925,25015
10,548,126,20,1,False,2020-12-15T18:00:00Z,2,1,13,90,0,0,0,2,0,0,0,0,0,2,0,12,11.6,0.0,0.0,1.2,52,-2023,706775,21435,23458
11,548,131,19,6,True,2020-12-21T20:00:00Z,3,0,14,90,0,0,1,0,0,0,0,0,0,0,0,20,3.6,0.0,0.0,0.4,52,-17479,693784,18691,36170
12,548,139,1,2,False,2020-12-26T17:30:00Z,3,1,15,90,0,0,0,3,0,0,0,0,0,4,0,17,33.6,0.0,0.0,3.4,52,-7863,692634,23014,30877
13,548,151,2,2,True,2020-12-28T17:30:00Z,1,1,16,90,0,0,0,1,0,0,0,0,0,1,0,14,14.2,0.0,0.0,1.4,52,-36547,658619,8180,44727
14,548,161,12,2,True,2021-01-03T16:30:00Z,1,3,17,90,0,0,0,3,0,0,0,0,0,3,0,20,24.4,0.0,0.0,2.4,52,-71667,589439,6194,77861
15,548,181,8,6,False,2021-01-16T17:30:00Z,0,1,19,90,0,0,1,0,0,0,0,0,0,2,0,22,12.0,0.0,0.0,1.2,51,30143,571270,65221,35078
16,548,173,9,2,False,2021-01-19T20:15:00Z,2,0,19,90,0,0,0,2,0,0,0,0,0,4,0,22,33.6,0.0,0.0,3.4,51,30143,571270,65221,35078
17,548,194,20,6,True,2021-01-27T18:00:00Z,0,0,20,90,0,0,1,0,0,0,0,0,0,0,0,19,3.8,0.0,0.0,0.4,51,-32535,527451,13637,46172
18,548,201,4,6,True,2021-01-31T12:00:00Z,2,0,21,90,0,0,1,0,0,0,0,0,0,0,0,20,2.4,0.0,0.0,0.2,51,18819,550385,34237,15418
19,548,218,17,6,False,2021-02-04T20:00:00Z,0,1,22,90,0,0,1,0,0,0,0,0,0,2,0,24,12.6,0.0,0.0,1.3,51,-8741,542010,11457,20198
20,548,226,15,3,False,2021-02-07T19:15:00Z,1,2,23,90,0,0,0,1,0,0,0,0,0,3,0,18,22.8,0.0,0.0,2.3,51,93584,643368,102709,9125
21,548,231,14,0,True,2021-02-15T20:00:00Z,2,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,51,-13883,629859,27056,40939
22,548,246,16,2,False,2021-02-20T12:30:00Z,1,1,25,90,0,0,0,1,0,0,0,0,0,0,0,14,6.4,0.0,0.0,0.6,51,-49175,585036,9669,58844
23,548,249,13,10,True,2021-02-28T16:30:00Z,0,0,26,90,0,0,1,0,0,0,0,0,0,4,3,33,28.8,0.0,0.0,2.9,51,-55696,528454,7948,63644
24,548,283,11,6,False,2021-03-04T20:15:00Z,0,1,26,90,0,0,1,0,0,0,0,0,0,1,0,25,12.0,0.0,0.0,1.2,51,-55696,528454,7948,63644
25,548,262,7,6,True,2021-03-08T18:00:00Z,2,0,27,90,0,0,1,0,0,0,0,0,0,1,0,27,9.4,0.0,0.0,0.9,51,16817,553834,26519,9702
26,548,273,10,9,False,2021-03-13T12:30:00Z,0,0,28,90,0,0,1,0,0,0,0,0,0,4,2,35,33.4,0.0,0.0,3.3,51,26687,584415,35319,8632
27,548,291,18,0,True,2021-04-03T11:30:00Z,2,5,30,90,0,0,0,5,0,0,0,0,0,2,0,12,16.4,0.0,0.0,1.6,52,136837,751648,142942,6105
28,548,301,6,2,False,2021-04-10T16:30:00Z,1,4,31,90,0,0,0,1,0,0,0,0,0,0,0,6,1.8,0.0,0.0,0.2,52,80262,833282,109392,29130
,element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out
0,593,60,4,0,False,2020-10-31T15:00:00Z,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,0,0,0
1,593,71,15,0,True,2020-11-07T17:30:00Z,4,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,3098,4589,3500,402
2,593,85,14,0,False,2020-11-21T12:30:00Z,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,4114,11247,5252,1138
3,593,91,17,0,True,2020-11-29T16:30:00Z,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,2951,16487,3814,863
4,593,102,10,0,True,2020-12-05T20:00:00Z,3,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,2045,19364,3595,1550
5,593,111,7,0,False,2020-12-12T20:00:00Z,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,3159,21891,4374,1215
6,593,126,20,0,False,2020-12-15T18:00:00Z,2,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,2210,24786,3158,948
7,593,131,19,0,True,2020-12-21T20:00:00Z,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,2117,26518,3091,974
8,593,139,1,0,False,2020-12-26T17:30:00Z,3,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,5752,35500,7020,1268
9,593,151,2,0,True,2020-12-28T17:30:00Z,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,2805,37542,4060,1255
10,593,161,12,0,True,2021-01-03T16:30:00Z,1,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,3985,41796,6396,2411
11,593,181,8,0,False,2021-01-16T17:30:00Z,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,4718,62665,7951,3233
12,593,173,9,0,False,2021-01-19T20:15:00Z,2,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,4718,62665,7951,3233
13,593,194,20,0,True,2021-01-27T18:00:00Z,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,2980,59574,6535,3555
14,593,201,4,0,True,2021-01-31T12:00:00Z,2,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,1679,61671,3670,1991
15,593,218,17,0,False,2021-02-04T20:00:00Z,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,1291,63426,3059,1768
16,593,226,15,0,False,2021-02-07T19:15:00Z,1,2,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-1325,62027,1477,2802
17,593,231,14,0,True,2021-02-15T20:00:00Z,2,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-2241,59838,723,2964
18,593,246,16,0,False,2021-02-20T12:30:00Z,1,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-1403,58674,351,1754
19,593,249,13,0,True,2021-02-28T16:30:00Z,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-2417,56192,440,2857
20,593,283,11,0,False,2021-03-04T20:15:00Z,0,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-2417,56192,440,2857
21,593,262,7,0,True,2021-03-08T18:00:00Z,2,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-1039,55398,189,1228
22,593,273,10,0,False,2021-03-13T12:30:00Z,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-870,54609,174,1044
23,593,291,18,0,True,2021-04-03T11:30:00Z,2,5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-952,52808,134,1086
24,593,301,6,0,False,2021-04-10T16:30:00Z,1,4,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-604,52242,152,756
,element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out
0,605,111,7,0,False,2020-12-12T20:00:00Z,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,0,0,0
1,605,126,20,0,False,2020-12-15T18:00:00Z,2,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,33,55,38,5
2,605,131,19,0,True,2020-12-21T20:00:00Z,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,16,90,32,16
3,605,139,1,0,False,2020-12-26T17:30:00Z,3,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,37,179,69,32
4,605,151,2,0,True,2020-12-28T17:30:00Z,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,10,201,42,32
5,605,161,12,0,True,2021-01-03T16:30:00Z,1,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-7,222,45,52
6,605,181,8,0,False,2021-01-16T17:30:00Z,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,12,344,60,48
7,605,173,9,0,False,2021-01-19T20:15:00Z,2,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,12,344,60,48
8,605,194,20,0,True,2021-01-27T18:00:00Z,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-18,348,34,52
9,605,201,4,0,True,2021-01-31T12:00:00Z,2,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-17,351,15,32
10,605,218,17,0,False,2021-02-04T20:00:00Z,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,1,375,31,30
11,605,226,15,0,False,2021-02-07T19:15:00Z,1,2,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,1,389,23,22
12,605,231,14,0,True,2021-02-15T20:00:00Z,2,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,7,427,40,33
13,605,246,16,0,False,2021-02-20T12:30:00Z,1,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-6,439,40,46
14,605,249,13,0,True,2021-02-28T16:30:00Z,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,3,464,41,38
15,605,283,11,0,False,2021-03-04T20:15:00Z,0,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,3,464,41,38
16,605,262,7,0,True,2021-03-08T18:00:00Z,2,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-10,465,20,30
17,605,273,10,0,False,2021-03-13T12:30:00Z,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,6,486,27,21
18,605,291,18,0,True,2021-04-03T11:30:00Z,2,5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,14,515,31,17
19,605,301,6,0,False,2021-04-10T16:30:00Z,1,4,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,8,530,24,16
,element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out
0,108,1,16,0,True,2020-09-12T14:00:00Z,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,60,0,121096,0,0
1,108,15,13,1,False,2020-09-19T16:30:00Z,1,3,2,9,0,0,0,0,0,0,0,0,0,0,0,1,1.4,0.0,1.0,0.2,60,-23133,119307,13155,36288
2,108,21,7,1,True,2020-09-26T14:00:00Z,1,2,3,15,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.3,2.0,0.2,59,-36028,87628,4255,40283
3,108,31,5,0,False,2020-10-03T11:30:00Z,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,58,-31787,57098,456,32243
4,108,40,3,5,True,2020-10-18T13:00:00Z,1,1,5,82,0,1,1,0,0,0,0,0,0,0,0,11,0.4,1.9,6.0,0.8,58,-8034,51776,1974,10008
5,108,53,8,5,False,2020-10-24T14:00:00Z,1,2,6,90,0,1,0,1,0,0,0,0,0,0,0,19,35.4,11.0,60.0,10.6,58,5365,59327,9921,4556
6,108,68,20,2,False,2020-10-30T20:00:00Z,2,0,7,83,0,0,0,2,0,0,0,0,0,0,0,3,0.6,1.8,40.0,4.2,58,891,61388,6569,5678
7,108,72,10,0,True,2020-11-07T15:00:00Z,4,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,58,1560,63701,7175,5615
8,108,80,4,2,False,2020-11-23T17:30:00Z,1,0,9,90,0,0,0,1,0,0,0,0,0,0,0,-1,4.4,21.2,24.0,5.0,58,-6195,58227,3317,9512
9,108,92,14,1,True,2020-11-27T20:00:00Z,0,2,10,8,0,0,0,2,0,0,0,0,0,0,0,1,2.2,10.5,2.0,1.5,58,-435,59051,3355,3790
10,108,107,18,1,False,2020-12-06T12:00:00Z,1,5,11,9,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.2,0.0,0.0,58,-3802,55270,1900,5702
